日期,年,季,月,日,年度名称,季度名称,年度季度,年季编号,月份名称,英文月份,年度月份,年月编号,年度第几日,星期编号,星期英文,年度第几周,周编号,年周,日期编码,CN节假日判断,CN节假日名称,农历日期,农历年,农历月日
2024-08-26,2024,3,8,26,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,239,星期一,Monday,35,W35,2024W35,20240826,否,工作日,二零二四年七月二十三 甲辰年 (龙年),二零二四年,七月二十三
2024-08-27,2024,3,8,27,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,240,星期二,Tuesday,35,W35,2024W35,20240827,否,工作日,二零二四年七月二十四 甲辰年 (龙年),二零二四年,七月二十四
2024-08-28,2024,3,8,28,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,241,星期三,Wednesday,35,W35,2024W35,20240828,否,工作日,二零二四年七月二十五 甲辰年 (龙年),二零二四年,七月二十五
2024-08-29,2024,3,8,29,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,242,星期四,Thursday,35,W35,2024W35,20240829,否,工作日,二零二四年七月二十六 甲辰年 (龙年),二零二四年,七月二十六
2024-08-30,2024,3,8,30,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,243,星期五,Friday,35,W35,2024W35,20240830,否,工作日,二零二四年七月二十七 甲辰年 (龙年),二零二四年,七月二十七
2024-08-31,2024,3,8,31,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,244,星期六,Saturday,35,W35,2024W35,20240831,是,周末,二零二四年七月二十八 甲辰年 (龙年),二零二四年,七月二十八
2024-09-01,2024,3,9,1,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,245,星期日,Sunday,35,W35,2024W35,20240901,是,周末,二零二四年七月二十九 甲辰年 (龙年),二零二四年,七月二十九
2024-09-02,2024,3,9,2,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,246,星期一,Monday,36,W36,2024W36,20240902,否,工作日,二零二四年七月三十 甲辰年 (龙年),二零二四年,七月三十
2024-09-03,2024,3,9,3,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,247,星期二,Tuesday,36,W36,2024W36,20240903,否,工作日,二零二四年八月初一 甲辰年 (龙年),二零二四年,八月初一
2024-09-04,2024,3,9,4,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,248,星期三,Wednesday,36,W36,2024W36,20240904,否,工作日,二零二四年八月初二 甲辰年 (龙年),二零二四年,八月初二
2024-09-05,2024,3,9,5,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,249,星期四,Thursday,36,W36,2024W36,20240905,否,工作日,二零二四年八月初三 甲辰年 (龙年),二零二四年,八月初三
2024-09-06,2024,3,9,6,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,250,星期五,Friday,36,W36,2024W36,20240906,否,工作日,二零二四年八月初四 甲辰年 (龙年),二零二四年,八月初四
2024-09-07,2024,3,9,7,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,251,星期六,Saturday,36,W36,2024W36,20240907,是,周末,二零二四年八月初五 甲辰年 (龙年),二零二四年,八月初五
2024-09-08,2024,3,9,8,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,252,星期日,Sunday,36,W36,2024W36,20240908,是,周末,二零二四年八月初六 甲辰年 (龙年),二零二四年,八月初六
2024-09-09,2024,3,9,9,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,253,星期一,Monday,37,W37,2024W37,20240909,否,工作日,二零二四年八月初七 甲辰年 (龙年),二零二四年,八月初七
2024-09-10,2024,3,9,10,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,254,星期二,Tuesday,37,W37,2024W37,20240910,否,工作日,二零二四年八月初八 甲辰年 (龙年),二零二四年,八月初八
2024-09-11,2024,3,9,11,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,255,星期三,Wednesday,37,W37,2024W37,20240911,否,工作日,二零二四年八月初九 甲辰年 (龙年),二零二四年,八月初九
2024-09-12,2024,3,9,12,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,256,星期四,Thursday,37,W37,2024W37,20240912,否,工作日,二零二四年八月初十 甲辰年 (龙年),二零二四年,八月初十
2024-09-13,2024,3,9,13,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,257,星期五,Friday,37,W37,2024W37,20240913,否,工作日,二零二四年八月十一 甲辰年 (龙年),二零二四年,八月十一
2024-09-14,2024,3,9,14,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,258,星期六,Saturday,37,W37,2024W37,20240914,否,工作日,二零二四年八月十二 甲辰年 (龙年),二零二四年,八月十二
2024-09-15,2024,3,9,15,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,259,星期日,Sunday,37,W37,2024W37,20240915,是,周末,二零二四年八月十三 甲辰年 (龙年),二零二四年,八月十三
2024-09-16,2024,3,9,16,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,260,星期一,Monday,38,W38,2024W38,20240916,是,周末,二零二四年八月十四 甲辰年 (龙年),二零二四年,八月十四
2024-09-17,2024,3,9,17,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,261,星期二,Tuesday,38,W38,2024W38,20240917,是,周末,二零二四年八月十五 甲辰年 (龙年),二零二四年,八月十五
2024-09-18,2024,3,9,18,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,262,星期三,Wednesday,38,W38,2024W38,20240918,否,工作日,二零二四年八月十六 甲辰年 (龙年),二零二四年,八月十六
2024-09-19,2024,3,9,19,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,263,星期四,Thursday,38,W38,2024W38,20240919,否,工作日,二零二四年八月十七 甲辰年 (龙年),二零二四年,八月十七
2024-09-20,2024,3,9,20,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,264,星期五,Friday,38,W38,2024W38,20240920,否,工作日,二零二四年八月十八 甲辰年 (龙年),二零二四年,八月十八
2024-09-21,2024,3,9,21,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,265,星期六,Saturday,38,W38,2024W38,20240921,是,周末,二零二四年八月十九 甲辰年 (龙年),二零二四年,八月十九
2024-09-22,2024,3,9,22,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,266,星期日,Sunday,38,W38,2024W38,20240922,是,周末,二零二四年八月二十 甲辰年 (龙年),二零二四年,八月二十
2024-09-23,2024,3,9,23,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,267,星期一,Monday,39,W39,2024W39,20240923,否,工作日,二零二四年八月二十一 甲辰年 (龙年),二零二四年,八月二十一
2024-09-24,2024,3,9,24,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,268,星期二,Tuesday,39,W39,2024W39,20240924,否,工作日,二零二四年八月二十二 甲辰年 (龙年),二零二四年,八月二十二
2024-09-25,2024,3,9,25,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,269,星期三,Wednesday,39,W39,2024W39,20240925,否,工作日,二零二四年八月二十三 甲辰年 (龙年),二零二四年,八月二十三
2024-09-26,2024,3,9,26,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,270,星期四,Thursday,39,W39,2024W39,20240926,否,工作日,二零二四年八月二十四 甲辰年 (龙年),二零二四年,八月二十四
2024-09-27,2024,3,9,27,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,271,星期五,Friday,39,W39,2024W39,20240927,否,工作日,二零二四年八月二十五 甲辰年 (龙年),二零二四年,八月二十五
2024-09-28,2024,3,9,28,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,272,星期六,Saturday,39,W39,2024W39,20240928,是,周末,二零二四年八月二十六 甲辰年 (龙年),二零二四年,八月二十六
2024-09-29,2024,3,9,29,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,273,星期日,Sunday,39,W39,2024W39,20240929,否,工作日,二零二四年八月二十七 甲辰年 (龙年),二零二四年,八月二十七
2024-09-30,2024,3,9,30,Y2024,Q3,Y2024Q3,20243,九月,September,202409,33,274,星期一,Monday,40,W40,2024W40,20240930,否,工作日,二零二四年八月二十八 甲辰年 (龙年),二零二四年,八月二十八
2024-10-01,2024,4,10,1,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,275,星期二,Tuesday,40,W40,2024W40,20241001,是,国庆节,二零二四年八月二十九 甲辰年 (龙年),二零二四年,八月二十九
2024-10-02,2024,4,10,2,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,276,星期三,Wednesday,40,W40,2024W40,20241002,是,国庆节,二零二四年八月三十 甲辰年 (龙年),二零二四年,八月三十
2024-10-03,2024,4,10,3,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,277,星期四,Thursday,40,W40,2024W40,20241003,是,国庆节,二零二四年九月初一 甲辰年 (龙年),二零二四年,九月初一
2024-10-04,2024,4,10,4,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,278,星期五,Friday,40,W40,2024W40,20241004,是,国庆节,二零二四年九月初二 甲辰年 (龙年),二零二四年,九月初二
2024-10-05,2024,4,10,5,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,279,星期六,Saturday,40,W40,2024W40,20241005,是,国庆节,二零二四年九月初三 甲辰年 (龙年),二零二四年,九月初三
2024-10-06,2024,4,10,6,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,280,星期日,Sunday,40,W40,2024W40,20241006,是,国庆节,二零二四年九月初四 甲辰年 (龙年),二零二四年,九月初四
2024-10-07,2024,4,10,7,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,281,星期一,Monday,41,W41,2024W41,20241007,是,国庆节,二零二四年九月初五 甲辰年 (龙年),二零二四年,九月初五
2024-10-08,2024,4,10,8,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,282,星期二,Tuesday,41,W41,2024W41,20241008,否,工作日,二零二四年九月初六 甲辰年 (龙年),二零二四年,九月初六
2024-10-09,2024,4,10,9,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,283,星期三,Wednesday,41,W41,2024W41,20241009,否,工作日,二零二四年九月初七 甲辰年 (龙年),二零二四年,九月初七
2024-10-10,2024,4,10,10,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,284,星期四,Thursday,41,W41,2024W41,20241010,否,工作日,二零二四年九月初八 甲辰年 (龙年),二零二四年,九月初八
2024-10-11,2024,4,10,11,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,285,星期五,Friday,41,W41,2024W41,20241011,否,工作日,二零二四年九月初九 甲辰年 (龙年),二零二四年,九月初九
2024-10-12,2024,4,10,12,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,286,星期六,Saturday,41,W41,2024W41,20241012,否,工作日,二零二四年九月初十 甲辰年 (龙年),二零二四年,九月初十
2024-10-13,2024,4,10,13,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,287,星期日,Sunday,41,W41,2024W41,20241013,是,周末,二零二四年九月十一 甲辰年 (龙年),二零二四年,九月十一
2024-10-14,2024,4,10,14,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,288,星期一,Monday,42,W42,2024W42,20241014,否,工作日,二零二四年九月十二 甲辰年 (龙年),二零二四年,九月十二
2024-10-15,2024,4,10,15,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,289,星期二,Tuesday,42,W42,2024W42,20241015,否,工作日,二零二四年九月十三 甲辰年 (龙年),二零二四年,九月十三
2024-10-16,2024,4,10,16,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,290,星期三,Wednesday,42,W42,2024W42,20241016,否,工作日,二零二四年九月十四 甲辰年 (龙年),二零二四年,九月十四
2024-10-17,2024,4,10,17,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,291,星期四,Thursday,42,W42,2024W42,20241017,否,工作日,二零二四年九月十五 甲辰年 (龙年),二零二四年,九月十五
2024-10-18,2024,4,10,18,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,292,星期五,Friday,42,W42,2024W42,20241018,否,工作日,二零二四年九月十六 甲辰年 (龙年),二零二四年,九月十六
2024-10-19,2024,4,10,19,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,293,星期六,Saturday,42,W42,2024W42,20241019,是,周末,二零二四年九月十七 甲辰年 (龙年),二零二四年,九月十七
2024-10-20,2024,4,10,20,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,294,星期日,Sunday,42,W42,2024W42,20241020,是,周末,二零二四年九月十八 甲辰年 (龙年),二零二四年,九月十八
2024-10-21,2024,4,10,21,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,295,星期一,Monday,43,W43,2024W43,20241021,否,工作日,二零二四年九月十九 甲辰年 (龙年),二零二四年,九月十九
2024-10-22,2024,4,10,22,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,296,星期二,Tuesday,43,W43,2024W43,20241022,否,工作日,二零二四年九月二十 甲辰年 (龙年),二零二四年,九月二十
2024-10-23,2024,4,10,23,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,297,星期三,Wednesday,43,W43,2024W43,20241023,否,工作日,二零二四年九月二十一 甲辰年 (龙年),二零二四年,九月二十一
2024-10-24,2024,4,10,24,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,298,星期四,Thursday,43,W43,2024W43,20241024,否,工作日,二零二四年九月二十二 甲辰年 (龙年),二零二四年,九月二十二
2024-10-25,2024,4,10,25,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,299,星期五,Friday,43,W43,2024W43,20241025,否,工作日,二零二四年九月二十三 甲辰年 (龙年),二零二四年,九月二十三
2024-10-26,2024,4,10,26,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,300,星期六,Saturday,43,W43,2024W43,20241026,是,周末,二零二四年九月二十四 甲辰年 (龙年),二零二四年,九月二十四
2024-10-27,2024,4,10,27,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,301,星期日,Sunday,43,W43,2024W43,20241027,是,周末,二零二四年九月二十五 甲辰年 (龙年),二零二四年,九月二十五
2024-10-28,2024,4,10,28,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,302,星期一,Monday,44,W44,2024W44,20241028,否,工作日,二零二四年九月二十六 甲辰年 (龙年),二零二四年,九月二十六
2024-10-29,2024,4,10,29,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,303,星期二,Tuesday,44,W44,2024W44,20241029,否,工作日,二零二四年九月二十七 甲辰年 (龙年),二零二四年,九月二十七
2024-10-30,2024,4,10,30,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,304,星期三,Wednesday,44,W44,2024W44,20241030,否,工作日,二零二四年九月二十八 甲辰年 (龙年),二零二四年,九月二十八
2024-10-31,2024,4,10,31,Y2024,Q4,Y2024Q4,20244,十月,October,202410,34,305,星期四,Thursday,44,W44,2024W44,20241031,否,工作日,二零二四年九月二十九 甲辰年 (龙年),二零二四年,九月二十九
2024-11-01,2024,4,11,1,Y2024,Q4,Y2024Q4,20244,十一月,November,202411,35,306,星期五,Friday,44,W44,2024W44,20241101,否,工作日,二零二四年十月初一 甲辰年 (龙年),二零二四年,十月初一
2024-11-02,2024,4,11,2,Y2024,Q4,Y2024Q4,20244,十一月,November,202411,35,307,星期六,Saturday,44,W44,2024W44,20241102,是,周末,二零二四年十月初二 甲辰年 (龙年),二零二四年,十月初二
2024-11-03,2024,4,11,3,Y2024,Q4,Y2024Q4,20244,十一月,November,202411,35,308,星期日,Sunday,44,W44,2024W44,20241103,是,周末,二零二四年十月初三 甲辰年 (龙年),二零二四年,十月初三
2024-11-04,2024,4,11,4,Y2024,Q4,Y2024Q4,20244,十一月,November,202411,35,309,星期一,Monday,45,W45,2024W45,20241104,否,工作日,二零二四年十月初四 甲辰年 (龙年),二零二四年,十月初四
2024-11-05,2024,4,11,5,Y2024,Q4,Y2024Q4,20244,十一月,November,202411,35,310,星期二,Tuesday,45,W45,2024W45,20241105,否,工作日,二零二四年十月初五 甲辰年 (龙年),二零二四年,十月初五
2024-11-06,2024,4,11,6,Y2024,Q4,Y2024Q4,20244,十一月,November,202411,35,311,星期三,Wednesday,45,W45,2024W45,20241106,否,工作日,二零二四年十月初六 甲辰年 (龙年),二零二四年,十月初六
2024-11-07,2024,4,11,7,Y2024,Q4,Y2024Q4,20244,十一月,November,202411,35,312,星期四,Thursday,45,W45,2024W45,20241107,否,工作日,二零二四年十月初七 甲辰年 (龙年),二零二四年,十月初七
2024-11-08,2024,4,11,8,Y2024,Q4,Y2024Q4,20244,十一月,November,202411,35,313,星期五,Friday,45,W45,2024W45,20241108,否,工作日,二零二四年十月初八 甲辰年 (龙年),二零二四年,十月初八
2024-11-09,2024,4,11,9,Y2024,Q4,Y2024Q4,20244,十一月,November,202411,35,314,星期六,Saturday,45,W45,2024W45,20241109,是,周末,二零二四年十月初九 甲辰年 (龙年),二零二四年,十月初九
2024-11-10,2024,4,11,10,Y2024,Q4,Y2024Q4,20244,十一月,November,202411,35,315,星期日,Sunday,45,W45,2024W45,20241110,是,周末,二零二四年十月初十 甲辰年 (龙年),二零二四年,十月初十
2024-11-11,2024,4,11,11,Y2024,Q4,Y2024Q4,20244,十一月,November,202411,35,316,星期一,Monday,46,W46,2024W46,20241111,否,工作日,二零二四年十月十一 甲辰年 (龙年),二零二四年,十月十一
2024-11-12,2024,4,11,12,Y2024,Q4,Y2024Q4,20244,十一月,November,202411,35,317,星期二,Tuesday,46,W46,2024W46,20241112,否,工作日,二零二四年十月十二 甲辰年 (龙年),二零二四年,十月十二
2024-11-13,2024,4,11,13,Y2024,Q4,Y2024Q4,20244,十一月,November,202411,35,318,星期三,Wednesday,46,W46,2024W46,20241113,否,工作日,二零二四年十月十三 甲辰年 (龙年),二零二四年,十月十三
2024-11-14,2024,4,11,14,Y2024,Q4,Y2024Q4,20244,十一月,November,202411,35,319,星期四,Thursday,46,W46,2024W46,20241114,否,工作日,二零二四年十月十四 甲辰年 (龙年),二零二四年,十月十四
2024-11-15,2024,4,11,15,Y2024,Q4,Y2024Q4,20244,十一月,November,202411,35,320,星期五,Friday,46,W46,2024W46,20241115,否,工作日,二零二四年十月十五 甲辰年 (龙年),二零二四年,十月十五
2024-11-16,2024,4,11,16,Y2024,Q4,Y2024Q4,20244,十一月,November,202411,35,321,星期六,Saturday,46,W46,2024W46,20241116,是,周末,二零二四年十月十六 甲辰年 (龙年),二零二四年,十月十六
2024-11-17,2024,4,11,17,Y2024,Q4,Y2024Q4,20244,十一月,November,202411,35,322,星期日,Sunday,46,W46,2024W46,20241117,是,周末,二零二四年十月十七 甲辰年 (龙年),二零二四年,十月十七
2024-11-18,2024,4,11,18,Y2024,Q4,Y2024Q4,20244,十一月,November,202411,35,323,星期一,Monday,47,W47,2024W47,20241118,否,工作日,二零二四年十月十八 甲辰年 (龙年),二零二四年,十月十八
2024-11-19,2024,4,11,19,Y2024,Q4,Y2024Q4,20244,十一月,November,202411,35,324,星期二,Tuesday,47,W47,2024W47,20241119,否,工作日,二零二四年十月十九 甲辰年 (龙年),二零二四年,十月十九
2024-11-20,2024,4,11,20,Y2024,Q4,Y2024Q4,20244,十一月,November,202411,35,325,星期三,Wednesday,47,W47,2024W47,20241120,否,工作日,二零二四年十月二十 甲辰年 (龙年),二零二四年,十月二十
2024-11-21,2024,4,11,21,Y2024,Q4,Y2024Q4,20244,十一月,November,202411,35,326,星期四,Thursday,47,W47,2024W47,20241121,否,工作日,二零二四年十月二十一 甲辰年 (龙年),二零二四年,十月二十一
2024-11-22,2024,4,11,22,Y2024,Q4,Y2024Q4,20244,十一月,November,202411,35,327,星期五,Friday,47,W47,2024W47,20241122,否,工作日,二零二四年十月二十二 甲辰年 (龙年),二零二四年,十月二十二
2024-11-23,2024,4,11,23,Y2024,Q4,Y2024Q4,20244,十一月,November,202411,35,328,星期六,Saturday,47,W47,2024W47,20241123,是,周末,二零二四年十月二十三 甲辰年 (龙年),二零二四年,十月二十三
2024-11-24,2024,4,11,24,Y2024,Q4,Y2024Q4,20244,十一月,November,202411,35,329,星期日,Sunday,47,W47,2024W47,20241124,是,周末,二零二四年十月二十四 甲辰年 (龙年),二零二四年,十月二十四
2024-11-25,2024,4,11,25,Y2024,Q4,Y2024Q4,20244,十一月,November,202411,35,330,星期一,Monday,48,W48,2024W48,20241125,否,工作日,二零二四年十月二十五 甲辰年 (龙年),二零二四年,十月二十五
